Date,AAPL,AMZN,GOOGL,META,MSFT
2021-09-30 00:00:00+00:00,-0.06803651292996815,-0.05351810876292584,-0.07616926187846429,-0.10540876922652409,-0.06611880049724195
2021-10-31 00:00:00+00:00,0.058657119064887686,0.02660245759664326,0.10749871466266381,-0.04661307237502155,0.1762907794638069
2021-11-30 00:00:00+00:00,0.10508198140685976,0.039923701306487036,-0.041530930237580144,0.00275056631810644,-0.0012820896456487985
2021-12-31 00:00:00+00:00,0.07422864390790296,-0.04925196878828486,0.02082127543746659,0.036645506269345596,0.017332886833072214
2022-01-31 00:00:00+00:00,-0.015712244109391538,-0.10282991021845667,-0.06591892431886048,-0.06864873896475854,-0.07534484315614964
2022-02-28 00:00:00+00:00,-0.054065737158967564,0.026672518265588474,-0.0018218616158459655,-0.32634230302840794,-0.03721215448540738
2022-03-31 00:00:00+00:00,0.057473280564427576,0.061437285030015776,0.029694878365991606,0.05368905077525565,0.0318618393568606
2022-04-30 00:00:00+00:00,-0.09713084685208351,-0.2375250931362105,-0.17946687292716557,-0.0984439846234122,-0.09986705335312274
2022-05-31 00:00:00+00:00,-0.054495934199751406,-0.03276431760316645,-0.003045252639210072,-0.034069917893289725,-0.01807730946426167
2022-06-30 00:00:00+00:00,-0.08142988699312359,-0.11645921262241288,-0.04218463912839043,-0.16726923182407116,-0.055320513796086046
2022-07-31 00:00:00+00:00,0.18863361055866923,0.27059597129750057,0.0675184182745221,-0.013333197924023432,0.09309664875854207
2022-08-31 00:00:00+00:00,-0.03120773097496965,-0.06061504624052039,-0.0696355018293554,0.024072772404234666,-0.0666629655202754
2022-09-30 00:00:00+00:00,-0.1209770515354256,-0.10862189009783763,-0.11615225192276091,-0.16724973315584746,-0.10926693015463429
2022-10-31 00:00:00+00:00,0.10955138212137228,-0.09345130582826322,-0.011918452399514834,-0.31338435361872086,-0.0033061053549749975
2022-11-30 00:00:00+00:00,-0.03302762022487604,-0.05759470309709913,0.06856412028890135,0.26771129062279697,0.10222288019363623
2022-12-31 00:00:00+00:00,-0.12227243257888776,-0.1298943525647971,-0.1263491000824355,0.018966982405065558,-0.06004541669563446
