Date,AAPL,MSFT,GOOGL,AMZN,META,TSLA,NFLX,NVDA,JPM,BAC,WFC,T,VZ,DIS,INTC,CSCO,XOM,CVX,BA,IBM
2018-02-28,0.06384759546700125,-0.013051315285585341,-0.06623134292238153,0.04242906360200127,-0.04585580872929451,-0.03175185593835672,0.07798748813111156,-0.01545968925736707,-0.0014696824728658298,0.0031249523162841797,-0.11204011962074323,-0.030707604114891485,-0.11707042818724767,-0.050703916441314,0.02388869008017047,0.07799705807320878,-0.13241700783371868,-0.10714001171646148,0.022123758912765634,-0.04807581026840968
2018-03-31,-0.05805073333337907,-0.02666097994560246,-0.06049352767583771,-0.04304936888568922,-0.10391438580638312,-0.22424645662146758,0.013624823783978446,-0.0430165427021455,-0.04787877730992962,-0.06573204994710524,-0.10272213688878884,-0.017906326409918294,0.0016757020013575818,-0.026366819737737135,0.05660379110783165,-0.04220632963755777,-0.014919425472528336,0.018942126351555455,-0.09477923685747713,-0.015401357729306286
2018-04-30,-0.015019694187599963,0.024652131946483635,-0.017895320148939353,0.08207479647163018,0.07641283701666457,0.10434740448152757,0.05793121719308747,-0.02888728417245745,-0.010821155116821246,-0.0023341012123525573,-0.00858616226387321,-0.08274892436187964,0.03199495585656553,-0.0010951872528650597,-0.008832620641261668,0.032641677449331,0.04208550280071677,0.09707119963129496,0.017323388407937124,-0.05520435835215076
2018-05-31,0.13076365320499672,0.05688622632364737,0.07993479308849882,0.04053941088038626,0.11499999290288887,-0.031201019338043756,0.1252640841029551,0.12134282433641186,-0.01627134273698172,-0.02941173658163987,0.03906856485301158,-0.011620840687615597,-0.03404256042797582,-0.008571719272961853,0.06935300087430618,-0.03567400764041906,0.04488743233144099,-0.006474283068037545,0.05576210049062702,-0.02517938163762712
2018-06-30,-0.009418283046094378,-0.002326949980378523,0.02653635198419746,0.043065192317739864,0.013244387115910694,0.2044743612738502,0.11328209863722027,-0.060628864623473944,-0.026259276066651904,-0.02926998466502262,0.02685676797858849,-0.006497488851864963,0.0553808119519823,0.053684490523352,-0.09945655077151216,0.007492383556162441,0.01834078695647734,0.017135938866639222,-0.04727962779231376,-0.011393299354784059
2018-07-31,0.02798332158555228,0.07575297814082904,0.08681445562821133,0.04567600755093726,-0.11187733981962722,-0.1306604479146568,-0.13790455887078967,0.03360065466580209,0.10316698958580295,0.0954238586643188,0.03336945048059747,-0.004359988209361343,0.02643605605352861,0.08348440228813425,-0.03238786240200231,-0.017197255049088422,-0.0147467807469982,-0.001265551385930208,0.061965298865052754,0.03743736399279185
2018-08-31,0.19622687957391816,0.05891779687140164,0.003732013678475754,0.13236448128539746,0.01825236912193362,0.011806542102352102,0.08958358090146823,0.14628770413677938,-0.0032187483863450606,0.0016192080883443705,0.020771489050307457,-0.000938408342544772,0.05286598711276458,-0.013561121421588274,0.0068607451460156454,0.12958144770870117,-0.016439748891744155,-0.061851570176806536,-0.03791742832137557,0.010694754314028776
2018-09-30,-0.008302944906676268,0.01816078413846678,-0.020068193829728687,-0.004824306834253944,-0.0641324149984357,-0.12229000204006524,0.01754246174803087,0.0012112900248957281,-0.01518594401603901,-0.04752671213058923,-0.10123115963210083,0.05134626000584763,-0.018024637879137773,0.04392078151918377,-0.023539115888186468,0.018421625699863498,0.060496427402935815,0.032247169714227475,0.08492075213956451,0.03229109393731178
2018-10-31,-0.03047756142196445,-0.06610129410191179,-0.09651391381024188,-0.20219175018307878,-0.07704008823116537,0.2740114899082402,-0.19338199331587314,-0.2497686740750238,-0.033853241924835964,-0.06653086033209366,0.012747301206993189,-0.08636093382748977,0.06930138237942796,-0.018043445923552115,-0.0086699056771955,-0.05960948478770911,-0.06280871028858259,-0.08693161072567601,-0.04581879221451357,-0.2366245407513844
2018-11-30,-0.18404458862727302,0.03819868855269348,0.01748608725764189,0.05767175245241973,-0.07365434594035669,0.03901336950578127,-0.05185895009539654,-0.2248256761348647,0.019904658458617108,0.0327272588556462,0.019725704416499346,0.018252914726746283,0.05622699379739182,0.005747592285906933,0.051834476318485256,0.046338774467426624,-0.0022590399659434546,0.06529333466992937,-0.022825835316181986,0.07658318932343966
